model,topic,source,is_quran,direct_quranic_citation,quote,is_valid,translation,argument_type
mistral-nemo,Islam promotes women's rights,Quran 2:282,True,True,"Islamic law requires two female witnesses to equal one male witness in certain legal matters, such as financial transactions and crimes involving bodily harm.",False," O you who have believed, when you contract a debt for a specified term, write it down. And let a scribe write [it] between you in justice. Let no scribe refuse to write as Allah has taught him. So let him write and let the one who has the obligation  dictate. And let him fear Allah, his Lord, and not leave anything out of it. But if the one who has the obligation is of limited understanding or weak or unable to dictate himself, then let his guardian dictate in justice. And bring to witness two witnesses from among your men. And if there are not two men [available], then a man and two women from those whom you accept as witnesses - so that if one of them  errs, then the other can remind her. And let not the witnesses refuse when they are called upon. And do not be [too] weary to write it, whether it is small or large, for its [specified] term. That is more just in the sight of Allah and stronger as evidence and more likely to prevent doubt between you, except when it is an immediate transaction which you conduct among yourselves. For [then] there is no blame upon you if you do not write it. And take witnesses when you conclude a contract. Let no scribe be harmed or any witness. For if you do so, indeed, it is [grave] disobedience in you. And fear Allah. And Allah teaches you. And Allah is Knowing of all things.",Against
mistral-nemo,Islam promotes women's rights,Quran 2:230,True,True,"After a husband's death, his widow must observe a waiting period before she can marry again. This waiting period, known as 'iddah', ranges from three months to one year.",False," And if he has divorced her [for the third time], then she is not lawful to him afterward until [after] she marries a husband other than him. And if he  divorces her [or dies], there is no blame upon them  for returning to each other if they think that they can keep [within] the limits of Allah. These are the limits of Allah, which He makes clear to a people who know .",Against
mistral-nemo,Islam promotes women's rights,Various,False,False,"Many interpretations of Islamic law advocate strict gender segregation and mandatory veiling for women, which can often lead to practical restrictions on women's movement, education, and employment opportunities.",,,Against
mistral-nemo,Islam promotes women's rights,Various,False,False,"While the specifics vary among Muslim societies, many still maintain the principle of male guardianship, where adult women require a male relative's consent for various life decisions, including marriage, divorce, travel, and even medical treatment.",,,Against
mistral-nemo,Islam promotes women's rights,Women in Islam: A Comprehensive Overview of Women's Rights in Islam by Jamal Badawi,False,False,Indirect reference to this source. Specific quotes or paraphrased content cannot be identified without direct comparison.,,,Against
mistral-nemo,Islam promotes women's rights,Unveiling the Veil: An Analysis of the Headscarf Controversy by Fadwa El-Guindi,False,False,Indirect reference to this source. Specific quotes or paraphrased content cannot be identified without direct comparison.,,,Against
mistral-nemo,Islam promotes women's rights,The Status of Women in Islam by Abdul-Haqq Baker,False,False,Indirect reference to this source. Specific quotes or paraphrased content cannot be identified without direct comparison.,,,Against
mistral-nemo,Islam promotes women's rights,Inheritance Laws in Islam: A Reevaluation by Kecia Ali,False,False,"In many Muslim societies, women often rely on male family members for financial support throughout their lives, even when they are working. Unequal inheritance exacerbates this economic dependence.",,,Against
mistral-nemo,Islam promotes women's rights,Women and Property in Islamic Law by Asma Barlas,False,False,"Even with men's maintenance obligations, unequal inheritance creates significant practical disparities. For instance, a woman may inherit a smaller house or less valuable property than her brother(s), impacting her living conditions and potential rental income… This double standard reinforces the notion that women are perpetual dependents.",,,Against
mistral-nemo,Islam promotes women's rights,Women and Witnessing in Islamic Law by Jonathan Brown,False,False,The original context of this provision was patriarchal and focused on protecting male honor through female seclusion and control over women's movements.,,,Against
mistral-nemo,Islam promotes women's rights,The Testimony of Women in Shariah: A Historical Perspective by Mohammad Hashim Kamali,False,False,"Men are not held to the same standard as women when it comes to witnessing. A man's testimony is always accepted, while a woman's may be discounted or ignored… In many legal systems based on Islamic law, such as in personal status matters (e.g., marriage, divorce, inheritance), women often face difficulties in presenting evidence due to these provisions.",,,Against
mistral-nemo,Islam promotes women's rights,Iddah (Waiting Period) in Islamic Law by Mohammad Hashim Kamali,False,False,"The 'iddah' effectively delays remarriage for a woman but not her male counterpart, as men do not face such restrictions after divorce or the death of their spouse.",,,Against
mistral-nemo,Islam promotes women's rights,The 'Iddah: A Critical Analysis by Asma Barlas,False,False,This provision reinforces gender stereotypes about women's sexuality and potential sexual infidelity.,,,Against
mistral-nemo,Islam promotes women's rights,Women and Gender in Islam by Fatima Mernissi,False,False,"While acknowledging cultural influences is essential, it should not be used to justify persistent inequalities rooted in Islamic law itself",,,Against
mistral-nemo,Islam promotes women's rights,Sexual Life in Islam by Ali Shariati,False,False,"Many advancements brought by Islam for women were indeed significant in their historical context. However, we must evaluate these provisions today based on contemporary human rights principles and standards of gender equality",,,Against
mistral-nemo,Muslims can be active citizens in secular countries,Quran 5:8,True,True,"O you who have believed, be persistently standing firm in justice",False," O you who have believed, be persistently standing firm for Allah, witnesses in justice, and do not let the hatred of a people prevent you from being just. Be just; that is nearer to righteousness. And fear Allah; indeed, Allah is [fully] Aware of what you do.",For
mistral-nemo,Muslims can be active citizens in secular countries,Sahih Al-Bukhari,False,False,None of you truly believes until he wants for his brother what he wants for himself.,,,For
mistral-nemo,Muslims can be active citizens in secular countries,Universal Declaration of Human Rights Article 18,False,False,"(Indirect reference) guarantees the right to freedom of thought, conscience, and religion",,,For
mistral-nemo,Muslims can be active citizens in secular countries,European Court of Human Rights - Laparade v. France (2008),False,False,(Indirect reference) the court emphasized that secularism is compatible with religious freedom,,,For
mistral-nemo,Muslims can be active citizens in secular countries,"Hasan, 2016, Zainah Anwar & Edward E. Curtis IV 'Muslims in Western Europe,' Annual Review of Sociology 42 (2016), pp. 395-414",False,False,"Muslims in Europe and North America actively participate in politics, respecting both secular laws and Islamic principles",,,For
mistral-nemo,Muslims can be active citizens in secular countries,"Asma U. Barlas, 'Believing Women' in Islam: Unreading Patriarchal Interpretations of the Qur'an,' University of Texas Press (2002)",False,False,"Sharia law has evolved over centuries through interpretation by scholars, jurists, and legal experts",,,For
